<TICKER>;<PER>;<DATE>;<TIME>;<CLOSE>;<VOL>
SBER;W;08/07/19;000000;237.0200000;177139110
SBER;W;15/07/19;000000;232.8500000;172048120
SBER;W;22/07/19;000000;230.5500000;160382720
SBER;W;29/07/19;000000;220.8100000;253540070
SBER;W;05/08/19;000000;220.6700000;209915490
SBER;W;12/08/19;000000;215.0500000;233924910
SBER;W;19/08/19;000000;219.5000000;217815280
SBER;W;26/08/19;000000;224.2000000;210500470
SBER;W;02/09/19;000000;229.0200000;217383540
SBER;W;09/09/19;000000;233.0000000;186939730
SBER;W;16/09/19;000000;232.0000000;200696590
SBER;W;23/09/19;000000;228.0500000;160189000
SBER;W;30/09/19;000000;222.7600000;172924270
SBER;W;07/10/19;000000;230.3100000;179884970
SBER;W;14/10/19;000000;235.5500000;193186400
SBER;W;21/10/19;000000;240.0000000;193379630
SBER;W;28/10/19;000000;236.4000000;223504160
SBER;W;04/11/19;000000;240.1700000;151752320
SBER;W;11/11/19;000000;240.0000000;158966780
SBER;W;18/11/19;000000;238.1300000;148339210
SBER;W;25/11/19;000000;233.9800000;143815110
SBER;W;02/12/19;000000;235.1400000;135571870
SBER;W;09/12/19;000000;241.2100000;181008170
SBER;W;16/12/19;000000;244.7100000;207864600
SBER;W;23/12/19;000000;252.0600000;97764870
SBER;W;30/12/19;000000;255.0000000;78956090
SBER;W;06/01/20;000000;258.1900000;120101920
SBER;W;13/01/20;000000;262.5000000;191392290
SBER;W;20/01/20;000000;265.4900000;179578470
SBER;W;27/01/20;000000;252.2000000;218206590
SBER;W;03/02/20;000000;254.3000000;246451020
SBER;W;10/02/20;000000;251.7500000;233412110
SBER;W;17/02/20;000000;250.8000000;146761600
SBER;W;24/02/20;000000;233.3600000;289109440
SBER;W;02/03/20;000000;219.9900000;400250580
SBER;W;09/03/20;000000;198.6000000;840854990
SBER;W;16/03/20;000000;195.6900000;869342810
SBER;W;23/03/20;000000;180.3800000;675141720
SBER;W;30/03/20;000000;185.6400000;502069960
SBER;W;06/04/20;000000;201.9900000;441885620
SBER;W;13/04/20;000000;191.8000000;399899690
SBER;W;20/04/20;000000;188.9100000;349243800
SBER;W;27/04/20;000000;197.2500000;278977490
SBER;W;04/05/20;000000;196.0200000;232439590
SBER;W;11/05/20;000000;183.8500000;270093960
