<TICKER>;<PER>;<DATE>;<TIME>;<CLOSE>;<VOL>
ROSN;W;10/07/17;000000;318.0000000;18628380
ROSN;W;17/07/17;000000;317.4000000;18798980
ROSN;W;24/07/17;000000;305.9000000;14070180
ROSN;W;31/07/17;000000;316.0000000;23668140
ROSN;W;07/08/17;000000;303.9500000;17364930
ROSN;W;14/08/17;000000;300.0500000;12952070
ROSN;W;21/08/17;000000;301.5000000;11350280
ROSN;W;28/08/17;000000;304.1000000;15043270
ROSN;W;04/09/17;000000;314.9500000;22850030
ROSN;W;11/09/17;000000;319.7000000;31087300
ROSN;W;18/09/17;000000;316.7000000;17420700
ROSN;W;25/09/17;000000;318.9500000;23588180
ROSN;W;02/10/17;000000;320.6000000;14800110
ROSN;W;09/10/17;000000;320.0000000;12314650
ROSN;W;16/10/17;000000;321.8000000;17968900
ROSN;W;23/10/17;000000;322.0000000;13534000
ROSN;W;30/10/17;000000;317.8000000;14194200
ROSN;W;06/11/17;000000;329.3500000;30289200
ROSN;W;13/11/17;000000;300.7000000;28653560
ROSN;W;20/11/17;000000;303.8000000;17275500
ROSN;W;27/11/17;000000;292.0000000;20378750
ROSN;W;04/12/17;000000;293.7500000;14324600
ROSN;W;11/12/17;000000;299.6500000;18993430
ROSN;W;18/12/17;000000;293.7500000;16879760
ROSN;W;25/12/17;000000;291.5000000;10805290
ROSN;W;01/01/18;000000;311.9500000;12222400
ROSN;W;08/01/18;000000;324.3500000;20182890
ROSN;W;15/01/18;000000;328.0000000;29394910
ROSN;W;22/01/18;000000;351.8000000;41393810
ROSN;W;29/01/18;000000;339.9000000;27506010
ROSN;W;05/02/18;000000;324.5500000;28248480
ROSN;W;12/02/18;000000;324.2000000;23422490
ROSN;W;19/02/18;000000;337.3000000;12858890
ROSN;W;26/02/18;000000;319.5000000;20156080
ROSN;W;05/03/18;000000;313.2500000;13290650
ROSN;W;12/03/18;000000;319.3000000;29672460
ROSN;W;19/03/18;000000;314.5000000;25812270
ROSN;W;26/03/18;000000;313.9000000;14123170
ROSN;W;02/04/18;000000;319.6000000;26491650
ROSN;W;09/04/18;000000;323.0000000;76686180
ROSN;W;16/04/18;000000;338.9500000;32441750
ROSN;W;23/04/18;000000;381.0000000;55810200
ROSN;W;30/04/18;000000;386.7500000;31583840
ROSN;W;07/05/18;000000;401.4500000;21265480
ROSN;W;14/05/18;000000;387.0000000;19179580
ROSN;W;21/05/18;000000;378.3000000;15998900
ROSN;W;28/05/18;000000;382.5500000;13493330
ROSN;W;04/06/18;000000;382.1500000;33263620
ROSN;W;11/06/18;000000;383.2500000;11639600
ROSN;W;18/06/18;000000;390.8000000;20568350
ROSN;W;25/06/18;000000;396.1500000;14988570
ROSN;W;02/07/18;000000;403.4000000;13000350
ROSN;W;09/07/18;000000;406.9000000;18519650
ROSN;W;16/07/18;000000;393.2500000;12599260
ROSN;W;23/07/18;000000;403.5000000;8428220
ROSN;W;30/07/18;000000;411.2500000;14353990
ROSN;W;06/08/18;000000;433.2500000;26162110
ROSN;W;13/08/18;000000;425.8000000;14902800
ROSN;W;20/08/18;000000;428.1000000;11142290
ROSN;W;27/08/18;000000;435.7000000;11769710
ROSN;W;03/09/18;000000;439.5500000;7909780
ROSN;W;10/09/18;000000;441.3500000;12360690
ROSN;W;17/09/18;000000;440.4000000;17374420
ROSN;W;24/09/18;000000;493.0000000;25527170
ROSN;W;01/10/18;000000;503.0000000;24767800
ROSN;W;08/10/18;000000;465.1000000;21184270
ROSN;W;15/10/18;000000;467.0000000;13199010
ROSN;W;22/10/18;000000;453.3000000;16049060
ROSN;W;29/10/18;000000;459.6000000;14831620
ROSN;W;05/11/18;000000;468.6000000;17244590
ROSN;W;12/11/18;000000;420.8500000;32405140
ROSN;W;19/11/18;000000;405.2000000;27068330
ROSN;W;26/11/18;000000;423.1000000;23888140
ROSN;W;03/12/18;000000;439.0000000;21745740
ROSN;W;10/12/18;000000;418.0000000;20334730
ROSN;W;17/12/18;000000;415.0000000;18983120
ROSN;W;24/12/18;000000;430.9500000;14322670
ROSN;W;31/12/18;000000;430.4000000;3161100
ROSN;W;07/01/19;000000;434.6000000;9769710
ROSN;W;14/01/19;000000;419.7000000;16261000
ROSN;W;21/01/19;000000;414.0000000;25668140
ROSN;W;28/01/19;000000;411.9500000;17624240
ROSN;W;04/02/19;000000;411.6000000;23884450
ROSN;W;11/02/19;000000;403.5000000;27356580
ROSN;W;18/02/19;000000;401.5000000;15685130
ROSN;W;25/02/19;000000;398.2500000;14495920
ROSN;W;04/03/19;000000;402.0000000;8491370
ROSN;W;11/03/19;000000;401.2500000;16471160
ROSN;W;18/03/19;000000;408.4000000;16329110
ROSN;W;25/03/19;000000;412.0000000;14561970
ROSN;W;01/04/19;000000;421.5000000;14904450
ROSN;W;08/04/19;000000;432.5000000;20192110
ROSN;W;15/04/19;000000;432.0000000;15143790
ROSN;W;22/04/19;000000;434.4500000;18861920
ROSN;W;29/04/19;000000;423.5500000;9774710
ROSN;W;06/05/19;000000;413.7500000;8715190
ROSN;W;13/05/19;000000;413.0000000;17047440
ROSN;W;20/05/19;000000;423.0000000;16535070
ROSN;W;27/05/19;000000;433.0000000;20832640
ROSN;W;03/06/19;000000;419.5500000;24512890
ROSN;W;10/06/19;000000;408.0000000;18138440
ROSN;W;17/06/19;000000;419.1000000;27534660
ROSN;W;24/06/19;000000;414.5000000;13819270
ROSN;W;01/07/19;000000;418.6500000;14042530
ROSN;W;08/07/19;000000;419.2500000;13237730
ROSN;W;15/07/19;000000;420.4500000;7935820
ROSN;W;22/07/19;000000;423.5000000;11306280
ROSN;W;29/07/19;000000;411.7500000;10692770
ROSN;W;05/08/19;000000;404.6000000;18704170
ROSN;W;12/08/19;000000;404.7500000;18304740
ROSN;W;19/08/19;000000;405.6000000;20316670
ROSN;W;26/08/19;000000;406.9500000;17023520
ROSN;W;02/09/19;000000;422.9000000;21537380
ROSN;W;09/09/19;000000;410.0500000;18394510
ROSN;W;16/09/19;000000;428.3000000;45260440
ROSN;W;23/09/19;000000;422.5000000;16660060
ROSN;W;30/09/19;000000;415.0000000;14876320
ROSN;W;07/10/19;000000;411.6500000;17364530
ROSN;W;14/10/19;000000;415.0000000;11773540
ROSN;W;21/10/19;000000;421.3500000;16653910
ROSN;W;28/10/19;000000;434.4000000;20926680
ROSN;W;04/11/19;000000;454.2500000;27794680
ROSN;W;11/11/19;000000;458.0000000;21485700
ROSN;W;18/11/19;000000;453.0000000;14577920
ROSN;W;25/11/19;000000;441.0000000;16730630
ROSN;W;02/12/19;000000;446.0000000;15379950
ROSN;W;09/12/19;000000;451.1000000;18613330
ROSN;W;16/12/19;000000;451.7500000;23525180
ROSN;W;23/12/19;000000;453.5000000;10788500
ROSN;W;30/12/19;000000;456.9000000;7618630
ROSN;W;06/01/20;000000;473.5000000;27720430
ROSN;W;13/01/20;000000;485.1500000;24539080
ROSN;W;20/01/20;000000;474.0000000;25238910
ROSN;W;27/01/20;000000;480.5000000;41017870
ROSN;W;03/02/20;000000;463.6000000;40520960
ROSN;W;10/02/20;000000;460.5000000;34159390
ROSN;W;17/02/20;000000;461.7500000;40975830
ROSN;W;24/02/20;000000;403.4000000;45551120
ROSN;W;02/03/20;000000;392.9500000;53351010
ROSN;W;09/03/20;000000;266.2500000;132565580
ROSN;W;16/03/20;000000;287.7500000;152843900
ROSN;W;23/03/20;000000;302.8000000;129268040
ROSN;W;30/03/20;000000;345.0000000;149288280
ROSN;W;06/04/20;000000;344.0000000;100414910
ROSN;W;13/04/20;000000;313.9000000;79064840
ROSN;W;20/04/20;000000;324.0000000;101778030
ROSN;W;27/04/20;000000;335.6500000;60258330
ROSN;W;04/05/20;000000;348.0000000;59378210
ROSN;W;11/05/20;000000;350.0500000;38432990
ROSN;W;18/05/20;000000;364.5000000;88048980
ROSN;W;25/05/20;000000;376.2000000;46013830
ROSN;W;01/06/20;000000;401.9500000;55655210
ROSN;W;08/06/20;000000;376.1000000;46951590
ROSN;W;15/06/20;000000;376.1500000;40019080
ROSN;W;22/06/20;000000;367.0500000;22919730
ROSN;W;29/06/20;000000;365.3500000;15487150
ROSN;W;06/07/20;000000;364.0000000;19613970
ROSN;W;13/07/20;000000;359.8500000;25736030
ROSN;W;20/07/20;000000;359.7500000;20124810
ROSN;W;27/07/20;000000;356.9000000;23705000
ROSN;W;03/08/20;000000;367.1500000;27345330
ROSN;W;10/08/20;000000;387.9500000;33622660
ROSN;W;17/08/20;000000;382.8000000;25334440
ROSN;W;24/08/20;000000;380.6500000;22233990
ROSN;W;31/08/20;000000;372.5000000;26048800
