Date,MOEX_Close,SP500_Close,USD_RUB,MOEX_Percent_Change
2022-01-03 00:00:00+03:00,3852.5,,,
2022-01-04 00:00:00+03:00,3873.489990234375,4796.56005859375,74.98600006103516,0.5448407588416693
2022-01-05 00:00:00+03:00,3815.050048828125,4793.5400390625,74.3718032836914,-1.5087154363012556
2022-01-06 00:00:00+03:00,3753.2900390625,4700.580078125,75.26300048828125,-1.618851888577344
2022-01-10 00:00:00+03:00,3738.679931640625,4677.02978515625,76.35369873046875,-0.3892613485720453
2022-01-11 00:00:00+03:00,3785.2900390625,4670.2900390625,75.44599914550781,1.2466995911420975
2022-01-12 00:00:00+03:00,3829.949951171875,4713.06982421875,74.85600280761719,1.17982800917511
2022-01-13 00:00:00+03:00,3674.72998046875,4726.35009765625,74.45369720458984,-4.052793709631408
2022-01-14 00:00:00+03:00,3596.97998046875,4659.02978515625,74.56449890136719,-2.115801716404808
2022-01-17 00:00:00+03:00,3560.35009765625,4662.85009765625,76.30599975585938,-1.0183510336837176
2022-01-18 00:00:00+03:00,3328.93994140625,4662.85009765625,76.32450103759766,-6.499646099475875
2022-01-19 00:00:00+03:00,3436.820068359375,4577.10986328125,76.06199645996094,3.2406750753080082
2022-01-20 00:00:00+03:00,3516.02001953125,4532.759765625,76.80850219726562,2.3044543966970643
2022-01-21 00:00:00+03:00,3439.25,4482.72998046875,76.31659698486328,-2.183435222347929
2022-01-24 00:00:00+03:00,3235.280029296875,4397.93994140625,76.09130096435547,-5.9306526336592285
2022-01-25 00:00:00+03:00,3258.739990234375,4410.1298828125,77.40599822998047,0.7251292229748296
2022-01-26 00:00:00+03:00,3357.659912109375,4356.4501953125,78.65350341796875,3.0355266812153836
2022-01-27 00:00:00+03:00,3455.929931640625,4349.93017578125,78.73570251464844,2.9267413050630964
2022-01-28 00:00:00+03:00,3488.60009765625,4326.509765625,79.19960021972656,0.9453364698315925
2022-01-31 00:00:00+03:00,3530.3798828125,4431.85009765625,78.07250213623047,1.1976088971710652
2022-02-01 00:00:00+03:00,3548.169921875,4515.5498046875,77.73580169677734,0.5039128834013029
2022-02-02 00:00:00+03:00,3543.800048828125,4546.5400390625,77.30780029296875,-0.12315850545753237
2022-02-03 00:00:00+03:00,3471.179931640625,4589.3798828125,76.69159698486328,-2.0492159881174477
2022-02-04 00:00:00+03:00,3471.010009765625,4477.43994140625,76.1729965209961,-0.004895219445444354
2022-02-07 00:00:00+03:00,3470.780029296875,4500.52978515625,76.4114990234375,-0.006625750663435959
2022-02-08 00:00:00+03:00,3551.64990234375,4483.8701171875,75.82779693603516,2.330020121248011
2022-02-09 00:00:00+03:00,3638.929931640625,4521.5400390625,75.41739654541016,2.457450246976167
2022-02-10 00:00:00+03:00,3655.760009765625,4587.18017578125,75.0354995727539,0.46250074722962164
2022-02-11 00:00:00+03:00,3546.6201171875,4504.080078125,74.71019744873047,-2.9854227927046617
2022-02-14 00:00:00+03:00,3481.3798828125,4418.64013671875,75.02729797363281,-1.8395044357537804
2022-02-15 00:00:00+03:00,3600.2900390625,4401.669921875,77.45439910888672,3.415604164229724
2022-02-16 00:00:00+03:00,3646.409912109375,4471.06982421875,76.4854965209961,1.2810043787162328
2022-02-17 00:00:00+03:00,3511.080078125,4475.009765625,75.4729995727539,-3.7113170830014974
2022-02-18 00:00:00+03:00,3393.31005859375,4380.259765625,75.03450012207031,-3.3542390635004304
2022-02-21 00:00:00+03:00,3036.8798828125,4348.8701171875,76.12860107421875,-10.503908267344164
2022-02-22 00:00:00+03:00,3084.739990234375,4348.8701171875,77.36579895019531,1.5759631354780756
2022-02-24 00:00:00+03:00,2058.1201171875,4225.5,78.80950164794922,-33.28059662392724
2022-02-25 00:00:00+03:00,2470.47998046875,4288.7001953125,81.41439819335938,20.03575300768916
2022-03-24 00:00:00+03:00,2578.510009765625,4456.240234375,105.96499633789062,4.372835649385731
2022-03-25 00:00:00+03:00,2484.1298828125,4520.16015625,96.71499633789062,-3.660258311803244
2022-03-28 00:00:00+03:00,2430.699951171875,4543.06005859375,102.21499633789062,-2.150850968393503
2022-03-29 00:00:00+03:00,2408.489990234375,4575.52001953125,100.83999633789062,-0.9137269668678005
2022-03-30 00:00:00+03:00,2513.030029296875,4631.60009765625,97.96510314941406,4.340480528728574
2022-03-31 00:00:00+03:00,2703.510009765625,4602.4501953125,87.46499633789062,7.579693766016993
2022-04-01 00:00:00+03:00,2759.639892578125,4530.41015625,83.46499633789062,2.0761854999518325
