<TICKER>;<PER>;<DATE>;<TIME>;<CLOSE>;<VOL>
SNGS;W;25/01/16;000000;36.5650000;116995500
SNGS;W;01/02/16;000000;37.7000000;85908400
SNGS;W;08/02/16;000000;37.1900000;109348300
SNGS;W;15/02/16;000000;38.2300000;84891000
SNGS;W;22/02/16;000000;39.2900000;69277600
SNGS;W;29/02/16;000000;40.0750000;86924700
SNGS;W;07/03/16;000000;40.3000000;78110100
SNGS;W;14/03/16;000000;38.8150000;204995100
SNGS;W;21/03/16;000000;38.7550000;90366800
SNGS;W;28/03/16;000000;39.6450000;100290700
SNGS;W;04/04/16;000000;37.6000000;100008100
SNGS;W;11/04/16;000000;36.8600000;103725800
SNGS;W;18/04/16;000000;36.3950000;143301500
SNGS;W;25/04/16;000000;34.1000000;91458100
SNGS;W;02/05/16;000000;32.8750000;113672500
SNGS;W;09/05/16;000000;33.4300000;121600200
SNGS;W;16/05/16;000000;33.6500000;101826400
SNGS;W;23/05/16;000000;33.8000000;59431200
SNGS;W;30/05/16;000000;33.0200000;77097000
SNGS;W;06/06/16;000000;32.8200000;88370800
SNGS;W;13/06/16;000000;33.6000000;91598900
SNGS;W;20/06/16;000000;33.6950000;86308100
SNGS;W;27/06/16;000000;32.9600000;52064600
SNGS;W;04/07/16;000000;32.0000000;57805100
SNGS;W;11/07/16;000000;32.9500000;95297200
SNGS;W;18/07/16;000000;32.2250000;66368100
SNGS;W;25/07/16;000000;31.2050000;79165500
SNGS;W;01/08/16;000000;30.6400000;78730500
SNGS;W;08/08/16;000000;30.6500000;74207400
SNGS;W;15/08/16;000000;30.3700000;63630500
SNGS;W;22/08/16;000000;30.2850000;85872600
SNGS;W;29/08/16;000000;31.1200000;95967500
SNGS;W;05/09/16;000000;31.3000000;97333400
SNGS;W;12/09/16;000000;30.7900000;74929900
SNGS;W;19/09/16;000000;30.9050000;58583200
SNGS;W;26/09/16;000000;30.7100000;79982200
SNGS;W;03/10/16;000000;29.3800000;143677000
SNGS;W;10/10/16;000000;28.9250000;98433100
SNGS;W;17/10/16;000000;27.4350000;168319100
SNGS;W;24/10/16;000000;27.2350000;126054800
SNGS;W;31/10/16;000000;28.5000000;155538900
SNGS;W;07/11/16;000000;29.5000000;153759700
SNGS;W;14/11/16;000000;29.5950000;86054700
SNGS;W;21/11/16;000000;29.1000000;70741000
SNGS;W;28/11/16;000000;29.6350000;112349900
SNGS;W;05/12/16;000000;30.9050000;99976600
SNGS;W;12/12/16;000000;31.0000000;120541100
SNGS;W;19/12/16;000000;30.0300000;65250300
SNGS;W;26/12/16;000000;30.9500000;46156100
SNGS;W;02/01/17;000000;31.6900000;68188300
SNGS;W;09/01/17;000000;31.4100000;50175300
SNGS;W;16/01/17;000000;31.7000000;44753200
SNGS;W;23/01/17;000000;32.5250000;72237900
SNGS;W;30/01/17;000000;32.6650000;75065500
SNGS;W;06/02/17;000000;32.1900000;52080200
SNGS;W;13/02/17;000000;31.6100000;51971500
SNGS;W;20/02/17;000000;30.6400000;37666800
SNGS;W;27/02/17;000000;29.6100000;80223700
SNGS;W;06/03/17;000000;28.2000000;57240200
SNGS;W;13/03/17;000000;28.9350000;73596800
SNGS;W;20/03/17;000000;29.4250000;62531400
SNGS;W;27/03/17;000000;29.4500000;46625400
SNGS;W;03/04/17;000000;29.6600000;42927200
SNGS;W;10/04/17;000000;26.7850000;76873000
SNGS;W;17/04/17;000000;26.6750000;44500300
SNGS;W;24/04/17;000000;27.9100000;59780400
SNGS;W;01/05/17;000000;28.4600000;47758700
SNGS;W;08/05/17;000000;28.5000000;42661000
SNGS;W;15/05/17;000000;27.2500000;53290300
SNGS;W;22/05/17;000000;29.7050000;143869800
SNGS;W;29/05/17;000000;26.6200000;296552900
SNGS;W;05/06/17;000000;26.2300000;106104000
SNGS;W;12/06/17;000000;24.8900000;141055200
SNGS;W;19/06/17;000000;25.7100000;100247800
SNGS;W;26/06/17;000000;25.6700000;72029000
SNGS;W;03/07/17;000000;26.4000000;69200600
SNGS;W;10/07/17;000000;26.6700000;70371300
SNGS;W;17/07/17;000000;26.4650000;51641300
SNGS;W;24/07/17;000000;26.1500000;53634500
SNGS;W;31/07/17;000000;27.0700000;65096100
SNGS;W;07/08/17;000000;26.3250000;52375000
SNGS;W;14/08/17;000000;26.3900000;49048100
SNGS;W;21/08/17;000000;26.6800000;42865200
SNGS;W;28/08/17;000000;27.2500000;61136300
SNGS;W;04/09/17;000000;27.7700000;88627600
SNGS;W;11/09/17;000000;28.1500000;75724400
SNGS;W;18/09/17;000000;28.7250000;64376400
SNGS;W;25/09/17;000000;29.5000000;56189200
SNGS;W;02/10/17;000000;29.5400000;42458200
SNGS;W;09/10/17;000000;29.7850000;46814800
SNGS;W;16/10/17;000000;29.5200000;41102600
SNGS;W;23/10/17;000000;29.3750000;47057900
SNGS;W;30/10/17;000000;29.3150000;58274300
SNGS;W;06/11/17;000000;29.9000000;70485100
SNGS;W;13/11/17;000000;29.0850000;57406600
