<TICKER>;<PER>;<DATE>;<TIME>;<CLOSE>;<VOL>
HYDR;W;08/07/19;000000;0.5850000;4470470000
HYDR;W;15/07/19;000000;0.5652000;2917193000
HYDR;W;22/07/19;000000;0.5696000;3149524000
HYDR;W;29/07/19;000000;0.5619000;1695319000
HYDR;W;05/08/19;000000;0.5500000;2119277000
HYDR;W;12/08/19;000000;0.5445000;1796682000
HYDR;W;19/08/19;000000;0.5391000;2035145000
HYDR;W;26/08/19;000000;0.5488000;2066915000
HYDR;W;02/09/19;000000;0.5455000;3285577000
HYDR;W;09/09/19;000000;0.5406000;3492864000
HYDR;W;16/09/19;000000;0.5385000;3415350000
HYDR;W;23/09/19;000000;0.5251000;2948782000
HYDR;W;30/09/19;000000;0.5029000;3317138000
HYDR;W;07/10/19;000000;0.5040000;2241127000
HYDR;W;14/10/19;000000;0.5100000;2209444000
HYDR;W;21/10/19;000000;0.5096000;2446730000
HYDR;W;28/10/19;000000;0.5087000;1777904000
HYDR;W;04/11/19;000000;0.5372000;4483217000
HYDR;W;11/11/19;000000;0.5311000;1978117000
HYDR;W;18/11/19;000000;0.5301000;1340447000
HYDR;W;25/11/19;000000;0.5315000;1539871000
HYDR;W;02/12/19;000000;0.5271000;1859896000
HYDR;W;09/12/19;000000;0.5233000;1720280000
HYDR;W;16/12/19;000000;0.5541000;8382415000
HYDR;W;23/12/19;000000;0.5650000;3604578000
HYDR;W;30/12/19;000000;0.5547000;1263972000
HYDR;W;06/01/20;000000;0.5882000;5695643000
HYDR;W;13/01/20;000000;0.6570000;42207062000
HYDR;W;20/01/20;000000;0.6946000;19158309000
HYDR;W;27/01/20;000000;0.6888000;18007287000
HYDR;W;03/02/20;000000;0.7271000;12884388000
HYDR;W;10/02/20;000000;0.7450000;14885793000
HYDR;W;17/02/20;000000;0.7441000;6455455000
HYDR;W;24/02/20;000000;0.6422000;12965896000
HYDR;W;02/03/20;000000;0.6430000;16912845000
HYDR;W;09/03/20;000000;0.5000000;16543723000
HYDR;W;16/03/20;000000;0.5397000;16287160000
HYDR;W;23/03/20;000000;0.5974000;14265374000
HYDR;W;30/03/20;000000;0.6270000;6459028000
HYDR;W;06/04/20;000000;0.6312000;5514490000
HYDR;W;13/04/20;000000;0.6156000;4689437000
HYDR;W;20/04/20;000000;0.6118000;4708673000
HYDR;W;27/04/20;000000;0.6301000;3290923000
HYDR;W;04/05/20;000000;0.6343000;2367761000
HYDR;W;11/05/20;000000;0.6385000;3496020000
HYDR;W;18/05/20;000000;0.6562000;5911990000
HYDR;W;25/05/20;000000;0.6929000;4288685000
HYDR;W;01/06/20;000000;0.7414000;5844687000
HYDR;W;08/06/20;000000;0.7800000;7499227000
HYDR;W;15/06/20;000000;0.8138000;7613672000
HYDR;W;22/06/20;000000;0.7480000;7822943000
HYDR;W;29/06/20;000000;0.7745000;5224016000
HYDR;W;06/07/20;000000;0.7662000;3813666000
HYDR;W;13/07/20;000000;0.7550000;2479704000
HYDR;W;20/07/20;000000;0.7463000;6000936000
HYDR;W;27/07/20;000000;0.7635000;4713842000
HYDR;W;03/08/20;000000;0.7530000;2544619000
HYDR;W;10/08/20;000000;0.7532000;3260877000
HYDR;W;17/08/20;000000;0.7200000;3530839000
HYDR;W;24/08/20;000000;0.7465000;4906345000
HYDR;W;31/08/20;000000;0.7265000;3696951000
